sale_id,order_ref,order_date,year_number,quarter_number,month_number,month_name,year_month,is_complete_month,is_complete_year,customer_name,city_name,state_name,category_name,sub_category_name,payment_mode_name,quantity,amount,profit
365,B-26988,2021-12-03,2021,4,12,December,2021-12,1,1,Ms. Barbara Cervantes,Rochester,New York,Office Supplies,Markers,COD,18,6255.0,437.0
366,B-26988,2021-12-03,2021,4,12,December,2021-12,1,1,Ms. Barbara Cervantes,Rochester,New York,Electronics,Electronic Games,UPI,20,2109.0,681.0
367,B-26244,2021-12-05,2021,4,12,December,2021-12,1,1,William Welch,Orlando,Florida,Office Supplies,Paper,EMI,8,7340.0,2271.0
368,B-26244,2021-12-05,2021,4,12,December,2021-12,1,1,William Welch,Orlando,Florida,Electronics,Phones,EMI,1,5442.0,1610.0
369,B-25182,2021-12-07,2021,4,12,December,2021-12,1,1,Natalie Maxwell,New York City,New York,Furniture,Chairs,Credit Card,11,1397.0,686.0
370,B-26420,2021-12-07,2021,4,12,December,2021-12,1,1,Lisa Farmer,Houston,Texas,Furniture,Sofas,Debit Card,14,4897.0,1001.0
371,B-26464,2021-12-12,2021,4,12,December,2021-12,1,1,Brian Green,San Diego,California,Electronics,Laptops,EMI,13,5704.0,714.0
372,B-26464,2021-12-12,2021,4,12,December,2021-12,1,1,Brian Green,San Diego,California,Furniture,Tables,UPI,8,8797.0,1010.0
373,B-26464,2021-12-12,2021,4,12,December,2021-12,1,1,Brian Green,San Diego,California,Electronics,Laptops,Debit Card,5,9236.0,2899.0
374,B-26767,2021-12-13,2021,4,12,December,2021-12,1,1,Dennis Rivera,San Francisco,California,Furniture,Bookcases,COD,19,6724.0,1539.0
375,B-25492,2021-12-14,2021,4,12,December,2021-12,1,1,Tina Blake,Buffalo,New York,Furniture,Chairs,EMI,14,9279.0,552.0
376,B-25492,2021-12-14,2021,4,12,December,2021-12,1,1,Tina Blake,Buffalo,New York,Office Supplies,Paper,Credit Card,19,2596.0,1003.0
377,B-26232,2021-12-17,2021,4,12,December,2021-12,1,1,Alexander Reed,New York City,New York,Office Supplies,Binders,COD,20,5219.0,1180.0
378,B-25099,2021-12-22,2021,4,12,December,2021-12,1,1,William Valdez,San Diego,California,Office Supplies,Pens,COD,18,975.0,224.0
379,B-25099,2021-12-22,2021,4,12,December,2021-12,1,1,William Valdez,San Diego,California,Furniture,Tables,EMI,7,4492.0,1450.0
380,B-25099,2021-12-22,2021,4,12,December,2021-12,1,1,William Valdez,San Diego,California,Furniture,Chairs,UPI,12,7957.0,2834.0
381,B-25222,2021-12-24,2021,4,12,December,2021-12,1,1,Cynthia Meyer,Tampa,Florida,Furniture,Tables,EMI,2,4852.0,218.0
382,B-26367,2021-12-25,2021,4,12,December,2021-12,1,1,Richard Gardner,Columbus,Ohio,Office Supplies,Pens,COD,19,7105.0,2782.0
383,B-26409,2021-12-28,2021,4,12,December,2021-12,1,1,John James,Columbus,Ohio,Furniture,Sofas,Credit Card,1,3024.0,1353.0
384,B-25517,2021-12-29,2021,4,12,December,2021-12,1,1,Tamara Guzman,Buffalo,New York,Furniture,Bookcases,EMI,19,6732.0,911.0
385,B-25517,2021-12-29,2021,4,12,December,2021-12,1,1,Tamara Guzman,Buffalo,New York,Office Supplies,Pens,EMI,14,4495.0,1408.0
386,B-25292,2021-12-31,2021,4,12,December,2021-12,1,1,Michelle Guerra,New York City,New York,Office Supplies,Paper,Credit Card,19,3189.0,1180.0
387,B-26035,2021-12-31,2021,4,12,December,2021-12,1,1,Megan Mack,Austin,Texas,Electronics,Electronic Games,Debit Card,3,1281.0,340.0
388,B-26035,2021-12-31,2021,4,12,December,2021-12,1,1,Megan Mack,Austin,Texas,Electronics,Laptops,COD,15,2404.0,253.0
389,B-26428,2022-01-02,2022,1,1,January,2022-01,1,1,Brandon Anderson,Austin,Texas,Electronics,Laptops,Credit Card,11,706.0,197.0
390,B-25383,2022-01-04,2022,1,1,January,2022-01,1,1,Ashley Freeman,Tampa,Florida,Furniture,Chairs,Credit Card,8,5410.0,2456.0
391,B-25730,2022-01-05,2022,1,1,January,2022-01,1,1,Justin Rodriguez,Cleveland,Ohio,Office Supplies,Binders,COD,8,8293.0,2632.0
392,B-25730,2022-01-05,2022,1,1,January,2022-01,1,1,Justin Rodriguez,Cleveland,Ohio,Electronics,Phones,UPI,17,2863.0,205.0
393,B-26912,2022-01-08,2022,1,1,January,2022-01,1,1,Michelle Sullivan,Chicago,Illinois,Furniture,Tables,Debit Card,9,8752.0,1686.0
394,B-25398,2022-01-10,2022,1,1,January,2022-01,1,1,Sandra Perkins,Tampa,Florida,Electronics,Printers,COD,13,9215.0,767.0
395,B-25925,2022-01-11,2022,1,1,January,2022-01,1,1,Ronald Mckinney,Austin,Texas,Office Supplies,Pens,Credit Card,1,3022.0,384.0
396,B-25925,2022-01-11,2022,1,1,January,2022-01,1,1,Ronald Mckinney,Austin,Texas,Electronics,Electronic Games,Debit Card,13,5266.0,1111.0
397,B-25738,2022-01-13,2022,1,1,January,2022-01,1,1,Teresa Perez,Austin,Texas,Office Supplies,Markers,COD,18,9909.0,2999.0
398,B-25744,2022-01-14,2022,1,1,January,2022-01,1,1,Sherry Tran,Buffalo,New York,Office Supplies,Binders,Credit Card,12,8438.0,3427.0
399,B-25744,2022-01-14,2022,1,1,January,2022-01,1,1,Sherry Tran,Buffalo,New York,Electronics,Electronic Games,UPI,9,1689.0,109.0
400,B-25744,2022-01-14,2022,1,1,January,2022-01,1,1,Sherry Tran,Buffalo,New York,Office Supplies,Paper,COD,14,3936.0,1626.0
401,B-26964,2022-01-14,2022,1,1,January,2022-01,1,1,Abigail Brown,Los Angeles,California,Office Supplies,Pens,Credit Card,15,3522.0,898.0
402,B-25223,2022-01-15,2022,1,1,January,2022-01,1,1,Heidi Davis,Buffalo,New York,Office Supplies,Paper,COD,1,3099.0,479.0
403,B-25223,2022-01-15,2022,1,1,January,2022-01,1,1,Heidi Davis,Buffalo,New York,Electronics,Phones,COD,7,2521.0,906.0
404,B-25394,2022-01-15,2022,1,1,January,2022-01,1,1,Richard Wolfe,Columbus,Ohio,Office Supplies,Pens,Debit Card,20,3686.0,760.0
405,B-26116,2022-01-15,2022,1,1,January,2022-01,1,1,Jeremy Jackson,Dallas,Texas,Furniture,Sofas,EMI,1,6389.0,734.0
406,B-25112,2022-01-16,2022,1,1,January,2022-01,1,1,Melissa Morales,Houston,Texas,Furniture,Tables,COD,10,7421.0,958.0
407,B-26121,2022-01-16,2022,1,1,January,2022-01,1,1,Jon Banks,Tampa,Florida,Furniture,Bookcases,UPI,1,1126.0,55.0
408,B-25228,2022-01-17,2022,1,1,January,2022-01,1,1,Dr. Thomas Peterson,San Diego,California,Electronics,Laptops,EMI,19,6061.0,2121.0
409,B-25038,2022-01-18,2022,1,1,January,2022-01,1,1,Pamela Jones,New York City,New York,Furniture,Chairs,Debit Card,2,738.0,342.0
410,B-25763,2022-01-18,2022,1,1,January,2022-01,1,1,Clayton Lara,Miami,Florida,Office Supplies,Pens,UPI,4,2349.0,319.0
411,B-25763,2022-01-18,2022,1,1,January,2022-01,1,1,Clayton Lara,Miami,Florida,Furniture,Chairs,UPI,14,8220.0,3882.0
412,B-25763,2022-01-18,2022,1,1,January,2022-01,1,1,Clayton Lara,Miami,Florida,Furniture,Chairs,Debit Card,7,2379.0,279.0
413,B-25763,2022-01-18,2022,1,1,January,2022-01,1,1,Clayton Lara,Miami,Florida,Office Supplies,Markers,UPI,4,7377.0,2049.0
414,B-26965,2022-01-18,2022,1,1,January,2022-01,1,1,Jordan Krause,Cleveland,Ohio,Electronics,Laptops,Debit Card,13,1592.0,480.0
415,B-26112,2022-01-19,2022,1,1,January,2022-01,1,1,Raymond Burgess,San Diego,California,Furniture,Bookcases,COD,5,1476.0,247.0
416,B-25777,2022-01-20,2022,1,1,January,2022-01,1,1,Eric Adams,Springfield,Illinois,Electronics,Printers,Credit Card,7,6236.0,2839.0
417,B-26296,2022-01-20,2022,1,1,January,2022-01,1,1,Aaron Dunn,Springfield,Illinois,Electronics,Phones,Debit Card,6,7644.0,2428.0
418,B-26703,2022-01-23,2022,1,1,January,2022-01,1,1,Juan Erickson,Austin,Texas,Electronics,Electronic Games,EMI,17,4206.0,1821.0
419,B-26735,2022-01-25,2022,1,1,January,2022-01,1,1,Bruce Dennis,Austin,Texas,Electronics,Laptops,COD,6,2078.0,612.0
420,B-26464,2022-02-03,2022,1,2,February,2022-02,1,1,Zachary Perez,Austin,Texas,Electronics,Laptops,EMI,13,5704.0,714.0
421,B-26464,2022-02-03,2022,1,2,February,2022-02,1,1,Zachary Perez,Austin,Texas,Furniture,Tables,UPI,8,8797.0,1010.0
422,B-26464,2022-02-03,2022,1,2,February,2022-02,1,1,Zachary Perez,Austin,Texas,Electronics,Laptops,Debit Card,5,9236.0,2899.0
423,B-25566,2022-02-04,2022,1,2,February,2022-02,1,1,Susan Valdez,New York City,New York,Furniture,Chairs,Debit Card,16,3877.0,481.0
424,B-26552,2022-02-06,2022,1,2,February,2022-02,1,1,Olivia Orozco,Austin,Texas,Electronics,Electronic Games,Credit Card,10,2804.0,936.0
425,B-25064,2022-02-10,2022,1,2,February,2022-02,1,1,Kimberly Johnson,Buffalo,New York,Furniture,Chairs,EMI,9,6109.0,3040.0
426,B-25064,2022-02-10,2022,1,2,February,2022-02,1,1,Kimberly Johnson,Buffalo,New York,Electronics,Electronic Games,UPI,17,4628.0,1491.0
427,B-26643,2022-02-11,2022,1,2,February,2022-02,1,1,John Williams,Miami,Florida,Electronics,Electronic Games,Debit Card,7,7344.0,2251.0
428,B-26643,2022-02-11,2022,1,2,February,2022-02,1,1,John Williams,Miami,Florida,Office Supplies,Paper,COD,3,7306.0,1547.0
429,B-26643,2022-02-11,2022,1,2,February,2022-02,1,1,John Williams,Miami,Florida,Electronics,Printers,COD,10,5832.0,2588.0
430,B-25955,2022-02-15,2022,1,2,February,2022-02,1,1,Alexander Adams,Buffalo,New York,Office Supplies,Markers,Debit Card,4,655.0,297.0
431,B-26659,2022-02-18,2022,1,2,February,2022-02,1,1,Samuel Little Md,Chicago,Illinois,Furniture,Sofas,Credit Card,4,526.0,83.0
432,B-26792,2022-02-19,2022,1,2,February,2022-02,1,1,Alejandro Williams,Springfield,Illinois,Office Supplies,Pens,EMI,3,3288.0,1477.0
433,B-26598,2022-02-22,2022,1,2,February,2022-02,1,1,James Carter,Columbus,Ohio,Electronics,Printers,Credit Card,17,1093.0,397.0
434,B-26598,2022-02-22,2022,1,2,February,2022-02,1,1,James Carter,Columbus,Ohio,Office Supplies,Paper,Debit Card,11,2636.0,88.0
435,B-26185,2022-02-23,2022,1,2,February,2022-02,1,1,Dr. Sarah Booth,Cincinnati,Ohio,Electronics,Electronic Games,Credit Card,5,1591.0,727.0
436,B-26747,2022-02-23,2022,1,2,February,2022-02,1,1,Amy Wilson,Los Angeles,California,Electronics,Printers,Credit Card,4,3574.0,851.0
437,B-26747,2022-02-23,2022,1,2,February,2022-02,1,1,Amy Wilson,Los Angeles,California,Furniture,Sofas,UPI,13,576.0,76.0
438,B-26277,2022-02-24,2022,1,2,February,2022-02,1,1,Matthew Harris,Dallas,Texas,Furniture,Tables,COD,7,2323.0,727.0
439,B-26277,2022-02-24,2022,1,2,February,2022-02,1,1,Matthew Harris,Dallas,Texas,Furniture,Bookcases,UPI,9,1368.0,406.0
440,B-26730,2022-02-26,2022,1,2,February,2022-02,1,1,David Smith,Orlando,Florida,Furniture,Tables,Debit Card,10,6139.0,451.0
441,B-26730,2022-02-26,2022,1,2,February,2022-02,1,1,David Smith,Orlando,Florida,Furniture,Chairs,COD,3,8636.0,3192.0
442,B-26730,2022-02-26,2022,1,2,February,2022-02,1,1,David Smith,Orlando,Florida,Furniture,Sofas,Credit Card,19,4439.0,1712.0
443,B-25830,2022-02-28,2022,1,2,February,2022-02,1,1,Andrew Benson,Orlando,Florida,Office Supplies,Binders,UPI,10,3839.0,1415.0
444,B-26069,2022-02-28,2022,1,2,February,2022-02,1,1,Jeffrey Wilcox,Peoria,Illinois,Office Supplies,Markers,EMI,11,838.0,271.0
445,B-26069,2022-02-28,2022,1,2,February,2022-02,1,1,Jeffrey Wilcox,Peoria,Illinois,Furniture,Tables,UPI,2,3577.0,699.0
446,B-25809,2022-03-08,2022,1,3,March,2022-03,1,1,Kelly Smith,Cleveland,Ohio,Electronics,Phones,UPI,18,2685.0,379.0
447,B-25809,2022-03-08,2022,1,3,March,2022-03,1,1,Kelly Smith,Cleveland,Ohio,Furniture,Chairs,UPI,14,9916.0,4602.0
448,B-25809,2022-03-08,2022,1,3,March,2022-03,1,1,Kelly Smith,Cleveland,Ohio,Electronics,Electronic Games,Credit Card,14,6184.0,50.0
449,B-25809,2022-03-08,2022,1,3,March,2022-03,1,1,Kelly Smith,Cleveland,Ohio,Office Supplies,Markers,Debit Card,8,4548.0,2135.0
450,B-26543,2022-03-15,2022,1,3,March,2022-03,1,1,Nicolas Owen,San Francisco,California,Furniture,Tables,Credit Card,16,7067.0,1943.0
451,B-25515,2022-03-16,2022,1,3,March,2022-03,1,1,Seth Rodriguez,Tampa,Florida,Office Supplies,Paper,COD,9,4468.0,1940.0
452,B-25237,2022-03-17,2022,1,3,March,2022-03,1,1,Jim Johnson,Cincinnati,Ohio,Office Supplies,Binders,COD,1,5250.0,187.0
453,B-26603,2022-03-17,2022,1,3,March,2022-03,1,1,Harold Mitchell,Austin,Texas,Electronics,Laptops,EMI,7,5944.0,2661.0
454,B-25171,2022-03-20,2022,1,3,March,2022-03,1,1,David Figueroa,Miami,Florida,Office Supplies,Markers,Credit Card,20,3234.0,1029.0
455,B-25919,2022-03-20,2022,1,3,March,2022-03,1,1,Jonathan Reed,San Francisco,California,Office Supplies,Paper,Credit Card,4,2140.0,970.0
456,B-25919,2022-03-20,2022,1,3,March,2022-03,1,1,Jonathan Reed,San Francisco,California,Electronics,Laptops,Debit Card,1,2670.0,1026.0
457,B-26610,2022-03-22,2022,1,3,March,2022-03,1,1,Meghan Rush,Cleveland,Ohio,Office Supplies,Markers,Credit Card,8,4957.0,1152.0
458,B-25465,2022-03-23,2022,1,3,March,2022-03,1,1,Tony Ray,Cleveland,Ohio,Furniture,Tables,Credit Card,16,717.0,158.0
459,B-25465,2022-03-23,2022,1,3,March,2022-03,1,1,Tony Ray,Cleveland,Ohio,Furniture,Sofas,UPI,17,508.0,177.0
460,B-25568,2022-03-25,2022,1,3,March,2022-03,1,1,Melissa Peck,Miami,Florida,Furniture,Sofas,COD,12,7811.0,1538.0
461,B-25655,2022-03-28,2022,1,3,March,2022-03,1,1,Russell Austin,New York City,New York,Electronics,Laptops,UPI,18,4099.0,52.0
462,B-25861,2022-03-28,2022,1,3,March,2022-03,1,1,Tammy Anthony,Cleveland,Ohio,Electronics,Electronic Games,Debit Card,19,9851.0,2669.0
463,B-25861,2022-03-28,2022,1,3,March,2022-03,1,1,Tammy Anthony,Cleveland,Ohio,Furniture,Tables,Debit Card,14,9989.0,3930.0
464,B-26259,2022-03-29,2022,1,3,March,2022-03,1,1,Douglas Mcfarland,Cleveland,Ohio,Furniture,Chairs,UPI,10,1757.0,622.0
465,B-26240,2022-04-08,2022,2,4,April,2022-04,1,1,Zachary Carpenter,Los Angeles,California,Office Supplies,Markers,EMI,15,8042.0,936.0
466,B-26898,2022-04-11,2022,2,4,April,2022-04,1,1,Dean Avila,Cincinnati,Ohio,Office Supplies,Pens,Credit Card,19,2174.0,265.0
467,B-26898,2022-04-11,2022,2,4,April,2022-04,1,1,Dean Avila,Cincinnati,Ohio,Electronics,Electronic Games,Credit Card,12,8541.0,2029.0
468,B-26898,2022-04-11,2022,2,4,April,2022-04,1,1,Dean Avila,Cincinnati,Ohio,Furniture,Bookcases,EMI,3,1931.0,551.0
469,B-26224,2022-04-12,2022,2,4,April,2022-04,1,1,Mr. John Tyler Phd,Houston,Texas,Electronics,Laptops,COD,11,5564.0,175.0
470,B-26224,2022-04-12,2022,2,4,April,2022-04,1,1,Mr. John Tyler Phd,Houston,Texas,Electronics,Electronic Games,UPI,15,3953.0,1776.0
471,B-25715,2022-04-15,2022,2,4,April,2022-04,1,1,Kenneth Adams,Cleveland,Ohio,Furniture,Tables,Debit Card,19,6089.0,139.0
472,B-25715,2022-04-15,2022,2,4,April,2022-04,1,1,Kenneth Adams,Cleveland,Ohio,Furniture,Tables,UPI,16,2586.0,800.0
473,B-25715,2022-04-15,2022,2,4,April,2022-04,1,1,Kenneth Adams,Cleveland,Ohio,Office Supplies,Paper,UPI,9,3757.0,1626.0
474,B-25936,2022-04-15,2022,2,4,April,2022-04,1,1,Susan Burke,Austin,Texas,Office Supplies,Pens,Debit Card,20,9992.0,3696.0
475,B-25936,2022-04-15,2022,2,4,April,2022-04,1,1,Susan Burke,Austin,Texas,Office Supplies,Binders,UPI,7,9619.0,3420.0
476,B-26017,2022-04-16,2022,2,4,April,2022-04,1,1,Jason Martinez,Columbus,Ohio,Electronics,Printers,COD,17,5379.0,2510.0
477,B-26993,2022-04-16,2022,2,4,April,2022-04,1,1,William Villarreal,Orlando,Florida,Furniture,Bookcases,Debit Card,16,3083.0,1151.0
478,B-25496,2022-04-19,2022,2,4,April,2022-04,1,1,Maria Carroll,Cleveland,Ohio,Office Supplies,Pens,EMI,2,3095.0,941.0
479,B-25660,2022-04-19,2022,2,4,April,2022-04,1,1,Cynthia Rodriguez,Rochester,New York,Furniture,Chairs,Debit Card,4,7595.0,2873.0
480,B-26972,2022-04-19,2022,2,4,April,2022-04,1,1,Steven Haynes,Springfield,Illinois,Office Supplies,Markers,Debit Card,20,6956.0,318.0
481,B-26478,2022-04-21,2022,2,4,April,2022-04,1,1,James Tanner,Houston,Texas,Office Supplies,Markers,Credit Card,1,2542.0,190.0
482,B-26288,2022-04-23,2022,2,4,April,2022-04,1,1,James Murray,Dallas,Texas,Office Supplies,Paper,Debit Card,6,5344.0,2607.0
483,B-26059,2022-04-24,2022,2,4,April,2022-04,1,1,Wesley Deleon,Springfield,Illinois,Electronics,Laptops,COD,8,4462.0,121.0
484,B-26059,2022-04-24,2022,2,4,April,2022-04,1,1,Wesley Deleon,Springfield,Illinois,Electronics,Phones,COD,17,6212.0,1881.0
485,B-26922,2022-04-30,2022,2,4,April,2022-04,1,1,Timothy Baker,Austin,Texas,Office Supplies,Binders,EMI,10,3957.0,151.0
486,B-26839,2022-05-01,2022,2,5,May,2022-05,1,1,Sarah Wagner,Houston,Texas,Electronics,Phones,EMI,8,6034.0,608.0
487,B-26839,2022-05-01,2022,2,5,May,2022-05,1,1,Sarah Wagner,Houston,Texas,Furniture,Bookcases,Credit Card,13,8956.0,3359.0
488,B-25388,2022-05-06,2022,2,5,May,2022-05,1,1,Mark Boyle,Buffalo,New York,Furniture,Sofas,EMI,13,5047.0,2211.0
489,B-25537,2022-05-06,2022,2,5,May,2022-05,1,1,Roger Morrison,Cincinnati,Ohio,Office Supplies,Markers,Credit Card,3,6123.0,1686.0
490,B-26668,2022-05-06,2022,2,5,May,2022-05,1,1,Betty Tucker,Cincinnati,Ohio,Office Supplies,Pens,EMI,15,972.0,106.0
491,B-25662,2022-05-07,2022,2,5,May,2022-05,1,1,Lisa Lowe,Miami,Florida,Furniture,Sofas,EMI,17,5346.0,1246.0
492,B-25777,2022-05-10,2022,2,5,May,2022-05,1,1,Chad Brown,Orlando,Florida,Electronics,Printers,Credit Card,7,6236.0,2839.0
493,B-25979,2022-05-13,2022,2,5,May,2022-05,1,1,Andrew Kirby,San Diego,California,Electronics,Printers,Debit Card,2,9562.0,325.0
494,B-25815,2022-05-14,2022,2,5,May,2022-05,1,1,Jasmine Gibbs,Austin,Texas,Electronics,Laptops,EMI,4,8531.0,2555.0
495,B-25780,2022-05-15,2022,2,5,May,2022-05,1,1,Jessica Greene,New York City,New York,Electronics,Electronic Games,COD,15,5335.0,322.0
496,B-25326,2022-05-16,2022,2,5,May,2022-05,1,1,Charles Smith,Columbus,Ohio,Furniture,Tables,COD,16,5578.0,277.0
497,B-26352,2022-05-16,2022,2,5,May,2022-05,1,1,Annette Pierce,Rochester,New York,Electronics,Printers,Debit Card,3,9382.0,1085.0
498,B-26352,2022-05-16,2022,2,5,May,2022-05,1,1,Annette Pierce,Rochester,New York,Furniture,Tables,COD,19,4936.0,576.0
499,B-26803,2022-05-16,2022,2,5,May,2022-05,1,1,Elizabeth White,Rochester,New York,Electronics,Printers,UPI,12,9399.0,1949.0
500,B-26803,2022-05-16,2022,2,5,May,2022-05,1,1,Elizabeth White,Rochester,New York,Furniture,Sofas,Credit Card,4,7957.0,965.0
501,B-25681,2022-05-17,2022,2,5,May,2022-05,1,1,Robert Hill,Columbus,Ohio,Electronics,Laptops,COD,19,3854.0,245.0
502,B-26153,2022-05-18,2022,2,5,May,2022-05,1,1,Laura Yu,Houston,Texas,Furniture,Tables,Debit Card,7,4906.0,975.0
503,B-26734,2022-05-23,2022,2,5,May,2022-05,1,1,James Garcia,Buffalo,New York,Furniture,Tables,COD,17,847.0,355.0
504,B-25170,2022-05-27,2022,2,5,May,2022-05,1,1,Matthew Gardner,Tampa,Florida,Office Supplies,Binders,EMI,19,8560.0,2166.0
505,B-25170,2022-05-27,2022,2,5,May,2022-05,1,1,Matthew Gardner,Tampa,Florida,Electronics,Electronic Games,UPI,20,1031.0,318.0
506,B-26557,2022-05-30,2022,2,5,May,2022-05,1,1,Katherine Williams,Orlando,Florida,Electronics,Printers,COD,19,9057.0,1888.0
507,B-26557,2022-05-30,2022,2,5,May,2022-05,1,1,Katherine Williams,Orlando,Florida,Furniture,Tables,Credit Card,11,6864.0,3275.0
508,B-26557,2022-05-30,2022,2,5,May,2022-05,1,1,Katherine Williams,Orlando,Florida,Electronics,Laptops,COD,13,9200.0,809.0
509,B-25801,2022-06-04,2022,2,6,June,2022-06,1,1,Kerri Andrews,San Francisco,California,Electronics,Laptops,EMI,2,6829.0,2609.0
510,B-25801,2022-06-04,2022,2,6,June,2022-06,1,1,Kerri Andrews,San Francisco,California,Office Supplies,Paper,COD,12,6390.0,3089.0
511,B-25873,2022-06-05,2022,2,6,June,2022-06,1,1,Brian Wheeler,Buffalo,New York,Electronics,Electronic Games,UPI,2,2684.0,713.0
512,B-25953,2022-06-06,2022,2,6,June,2022-06,1,1,Nancy Sanchez,Springfield,Illinois,Office Supplies,Binders,UPI,19,6690.0,1001.0
513,B-25953,2022-06-06,2022,2,6,June,2022-06,1,1,Nancy Sanchez,Springfield,Illinois,Furniture,Bookcases,Credit Card,10,4985.0,1920.0
514,B-25695,2022-06-08,2022,2,6,June,2022-06,1,1,Sarah Flores,Springfield,Illinois,Electronics,Laptops,UPI,17,1239.0,575.0
515,B-25695,2022-06-08,2022,2,6,June,2022-06,1,1,Sarah Flores,Springfield,Illinois,Electronics,Electronic Games,EMI,16,1262.0,515.0
516,B-25898,2022-06-09,2022,2,6,June,2022-06,1,1,Monica Lee,San Diego,California,Furniture,Sofas,Credit Card,10,7091.0,2317.0
517,B-26332,2022-06-10,2022,2,6,June,2022-06,1,1,George Foster,Dallas,Texas,Furniture,Tables,COD,16,9835.0,2571.0
518,B-26332,2022-06-10,2022,2,6,June,2022-06,1,1,George Foster,Dallas,Texas,Office Supplies,Markers,Credit Card,13,9691.0,3056.0
519,B-26332,2022-06-10,2022,2,6,June,2022-06,1,1,George Foster,Dallas,Texas,Furniture,Bookcases,UPI,14,7826.0,1221.0
520,B-25620,2022-06-13,2022,2,6,June,2022-06,1,1,Micheal Graham,Buffalo,New York,Electronics,Laptops,Debit Card,13,721.0,258.0
521,B-25620,2022-06-13,2022,2,6,June,2022-06,1,1,Micheal Graham,Buffalo,New York,Electronics,Laptops,Credit Card,17,8364.0,3055.0
522,B-25620,2022-06-13,2022,2,6,June,2022-06,1,1,Micheal Graham,Buffalo,New York,Furniture,Bookcases,EMI,15,5234.0,2021.0
523,B-26613,2022-06-18,2022,2,6,June,2022-06,1,1,Amber Moore,New York City,New York,Electronics,Printers,UPI,11,2701.0,322.0
524,B-26613,2022-06-18,2022,2,6,June,2022-06,1,1,Amber Moore,New York City,New York,Office Supplies,Paper,COD,18,7273.0,2702.0
525,B-25972,2022-06-19,2022,2,6,June,2022-06,1,1,Willie Huynh,Buffalo,New York,Electronics,Phones,Debit Card,20,4911.0,186.0
526,B-25972,2022-06-19,2022,2,6,June,2022-06,1,1,Willie Huynh,Buffalo,New York,Furniture,Bookcases,Debit Card,20,531.0,189.0
527,B-25441,2022-06-24,2022,2,6,June,2022-06,1,1,Jeffrey Weber,Buffalo,New York,Furniture,Sofas,Credit Card,16,9914.0,3858.0
528,B-25441,2022-06-24,2022,2,6,June,2022-06,1,1,Jeffrey Weber,Buffalo,New York,Office Supplies,Pens,Debit Card,7,5470.0,292.0
529,B-25441,2022-06-24,2022,2,6,June,2022-06,1,1,Jeffrey Weber,Buffalo,New York,Furniture,Bookcases,UPI,17,1496.0,662.0
530,B-25131,2022-06-27,2022,2,6,June,2022-06,1,1,Timothy Murphy,San Francisco,California,Office Supplies,Paper,UPI,1,9654.0,4111.0
531,B-25131,2022-06-27,2022,2,6,June,2022-06,1,1,Timothy Murphy,San Francisco,California,Office Supplies,Binders,COD,20,3112.0,1065.0
532,B-26185,2022-06-27,2022,2,6,June,2022-06,1,1,Emily Gill,Springfield,Illinois,Electronics,Electronic Games,Credit Card,5,1591.0,727.0
533,B-26222,2022-06-29,2022,2,6,June,2022-06,1,1,Carol Mitchell,Chicago,Illinois,Office Supplies,Pens,Credit Card,14,8706.0,3099.0
534,B-26222,2022-06-29,2022,2,6,June,2022-06,1,1,Carol Mitchell,Chicago,Illinois,Electronics,Electronic Games,Credit Card,14,4708.0,696.0
535,B-26222,2022-06-29,2022,2,6,June,2022-06,1,1,Carol Mitchell,Chicago,Illinois,Furniture,Chairs,COD,17,8089.0,3132.0
536,B-26098,2022-07-04,2022,3,7,July,2022-07,1,1,Kyle Baker,Houston,Texas,Furniture,Tables,EMI,19,4146.0,865.0
537,B-26098,2022-07-04,2022,3,7,July,2022-07,1,1,Kyle Baker,Houston,Texas,Furniture,Tables,EMI,7,3793.0,875.0
538,B-25477,2022-07-05,2022,3,7,July,2022-07,1,1,Olivia Dickerson,Buffalo,New York,Office Supplies,Markers,COD,7,7195.0,1665.0
539,B-26257,2022-07-13,2022,3,7,July,2022-07,1,1,Elizabeth Coffey,Buffalo,New York,Furniture,Tables,Debit Card,14,5460.0,2088.0
540,B-26932,2022-07-15,2022,3,7,July,2022-07,1,1,Michael Rodriguez,Cincinnati,Ohio,Furniture,Tables,EMI,18,4364.0,148.0
541,B-26932,2022-07-15,2022,3,7,July,2022-07,1,1,Michael Rodriguez,Cincinnati,Ohio,Office Supplies,Pens,EMI,12,736.0,286.0
542,B-25526,2022-07-16,2022,3,7,July,2022-07,1,1,Hannah Hendricks,Cleveland,Ohio,Furniture,Chairs,COD,14,2666.0,559.0
543,B-26757,2022-07-16,2022,3,7,July,2022-07,1,1,William Ruiz,Miami,Florida,Electronics,Phones,Credit Card,17,6008.0,2498.0
544,B-26526,2022-07-17,2022,3,7,July,2022-07,1,1,Emma Scott,Buffalo,New York,Electronics,Phones,Credit Card,4,599.0,265.0
545,B-26526,2022-07-17,2022,3,7,July,2022-07,1,1,Emma Scott,Buffalo,New York,Furniture,Bookcases,Credit Card,10,2727.0,543.0
546,B-26987,2022-07-18,2022,3,7,July,2022-07,1,1,Lynn Matthews,Dallas,Texas,Electronics,Electronic Games,EMI,19,7643.0,3720.0
547,B-25964,2022-07-22,2022,3,7,July,2022-07,1,1,Vincent Perez,Rochester,New York,Electronics,Electronic Games,Credit Card,20,1454.0,80.0
